Source File,Original Word,AI Corrected Word,Change Type
005_01_6.hocr,formoon,forenoon,REPLACED
005_01_6.hocr,subasting,subsisting,REPLACED
005_01_6.hocr,FREDE,FREDk,REPLACED
005_01_6.hocr,drick,Frederick,REPLACED
005_01_6.hocr,M'Kent,M'Kenzie,REPLACED
005_01_6.hocr,Show,Shaw,REPLACED
005_01_6.hocr,M'Lend,M'Leod,REPLACED
005_01_6.hocr,",",",",REPLACED
005_01_6.hocr,S,Simon,REPLACED
005_01_6.hocr,Wine,M'Gillivray,REPLACED
005_01_6.hocr,",",",",REPLACED
005_01_6.hocr,Window,and,REPLACED
005_01_6.hocr,Glauwars,Glassware,REPLACED
005_01_6.hocr,",",",",REPLACED
005_01_6.hocr,and,and,REPLACED
005_01_6.hocr,ween,between,REPLACED
005_01_6.hocr,Say,SALE,REPLACED
005_01_6.hocr,the,by,REPLACED
005_01_6.hocr,wires,the,REPLACED
005_01_6.hocr,,Subscribers,REPLACED
005_01_6.hocr,from,on,REPLACED
005_01_6.hocr,en,,REPLACED
005_01_6.hocr,and,a-,REPLACED
005_01_6.hocr,bove,above,REPLACED
005_01_6.hocr,dou,don,REPLACED
005_01_6.hocr,MTavish,M'Tavish,REPLACED
005_01_6.hocr,ay,of,REPLACED
005_01_6.hocr,last,shall,REPLACED
005_01_6.hocr,servitade,servitude,REPLACED
005_01_6.hocr,Yvirtue,virtue,REPLACED
005_01_6.hocr,hene,hence,REPLACED
005_01_6.hocr,barth,forth,REPLACED
005_01_6.hocr,d,said,REPLACED
005_01_6.hocr,Normah,Norman,REPLACED
005_01_6.hocr,MSTAVISH,MTAVISH,REPLACED
005_01_6.hocr,NORK,YORK,REPLACED
005_01_6.hocr,EORGE,GEORGE,REPLACED
005_01_6.hocr,Gon,God,REPLACED
005_01_6.hocr,King,King's,REPLACED
005_01_6.hocr,Purk,Pork,REPLACED
005_01_6.hocr,c,c.,REPLACED
005_01_6.hocr,.,,REPLACED
005_01_6.hocr,amorted,assorted,REPLACED
005_01_6.hocr,bur,our,REPLACED
005_01_6.hocr,Auctio,Auctio-,REPLACED
005_01_6.hocr,ful,faithful,REPLACED
