Source File,Original Word,AI Corrected Word,Change Type
005_01_2.hocr,gellel,vessel,REPLACED
005_01_2.hocr,arrive,arrived,REPLACED
005_01_2.hocr,JRY,January,REPLACED
005_01_2.hocr,Nw,New,REPLACED
005_01_2.hocr,Amfterdam,Amsterdam,REPLACED
005_01_2.hocr,",",",",REPLACED
005_01_2.hocr,Dajch,Dutch,REPLACED
005_01_2.hocr,Bagh,English,REPLACED
005_01_2.hocr,a7n,27th,REPLACED
005_01_2.hocr,of,of,REPLACED
005_01_2.hocr,the,the,REPLACED
005_01_2.hocr,fame,same,REPLACED
005_01_2.hocr,Ipps,It appears,REPLACED
005_01_2.hocr,Sth,8th,REPLACED
005_01_2.hocr,fed,fixed,REPLACED
005_01_2.hocr,Pruilian,Prussian,REPLACED
005_01_2.hocr,Maiefly,Majesty,REPLACED
005_01_2.hocr,comencemment,commencement,REPLACED
005_01_2.hocr,of,of,REPLACED
005_01_2.hocr,Holipties,Hostilities,REPLACED
005_01_2.hocr,cafe,case,REPLACED
005_01_2.hocr,ade,made,REPLACED
005_01_2.hocr,Pria,Prussia,REPLACED
005_01_2.hocr,to,to,REPLACED
005_01_2.hocr,wiharaw,withdraw,REPLACED
005_01_2.hocr,she,the,REPLACED
005_01_2.hocr,gives,given,REPLACED
005_01_2.hocr,hoftile,hostile,REPLACED
005_01_2.hocr,cousie,course,REPLACED
005_01_2.hocr,Pruilian,Prussian,REPLACED
005_01_2.hocr,exrendes,extended,REPLACED
005_01_2.hocr,Frech,French,REPLACED
005_01_2.hocr,mystead,instead,REPLACED
005_01_2.hocr,polition,position,REPLACED
005_01_2.hocr,Pfullime,Prussians,REPLACED
005_01_2.hocr,bobsaftein,Lobstein,REPLACED
005_01_2.hocr,to,to,REPLACED
005_01_2.hocr,Schletiz,Schleitz,REPLACED
005_01_2.hocr,se,se-,REPLACED
005_01_2.hocr,vets,veral,REPLACED
005_01_2.hocr,Rutha,Russian,REPLACED
005_01_2.hocr,lele,less,REPLACED
005_01_2.hocr,on,one,REPLACED
005_01_2.hocr,:,of,REPLACED
005_01_2.hocr,af,af-,REPLACED
005_01_2.hocr,te,ter,REPLACED
005_01_2.hocr,Proilians,Prussians,REPLACED
005_01_2.hocr,chery,ther,REPLACED
005_01_2.hocr,pritoners,prisoners,REPLACED
