Source File,Original Word,AI Corrected Word,Change Type
005_01_6.hocr,ст,st,REPLACED
005_01_6.hocr,formoon,forenoon,REPLACED
005_01_6.hocr,subasting,subsisting,REPLACED
005_01_6.hocr,drick,Roderick,REPLACED
005_01_6.hocr,Glauwars,Glassware,REPLACED
005_01_6.hocr,dou,don,REPLACED
005_01_6.hocr,servitade,servitude,REPLACED
005_01_6.hocr,Yvirtue,virtue,REPLACED
005_01_6.hocr,hene,hence,REPLACED
005_01_6.hocr,barth,forth,REPLACED
005_01_6.hocr,d,said,REPLACED
005_01_6.hocr,Normah,Norman,REPLACED
005_01_6.hocr,MTavish,McTavish,REPLACED
005_01_6.hocr,MSTAVISH,McTAVISH,REPLACED
005_01_6.hocr,",",",",REPLACED
005_01_6.hocr,MGILLIVRAYS,McGILLIVRAYS,REPLACED
005_01_6.hocr,Ist,1st,REPLACED
005_01_6.hocr,NORK,CORK,REPLACED
005_01_6.hocr,EORGE,GEORGE,REPLACED
005_01_6.hocr,Gon,GOD,REPLACED
005_01_6.hocr,",",",",REPLACED
005_01_6.hocr,MA,issued,REPLACED
005_01_6.hocr,Based,,REPLACED
005_01_6.hocr,King,King's,REPLACED
005_01_6.hocr,of,District,REPLACED
005_01_6.hocr,Purk,Pork,REPLACED
005_01_6.hocr,,.,INSERTED
005_01_6.hocr,Ruin,Rum,REPLACED
005_01_6.hocr,of,cases,REPLACED
005_01_6.hocr,"""",,DELETED
005_01_6.hocr,amorted,assorted,REPLACED
005_01_6.hocr,bur,our,REPLACED
005_01_6.hocr,Auctio,Auctio-,REPLACED
005_01_6.hocr,agine,against,REPLACED
005_01_6.hocr,red,ted,REPLACED
005_01_6.hocr,firsg,first,REPLACED
005_01_6.hocr,Grmly,firmly,REPLACED
005_01_6.hocr,Que,Que-,REPLACED
005_01_6.hocr,vOR,FOR,REPLACED
005_01_6.hocr,SU-,BU-,REPLACED
005_01_6.hocr,ninery,ninety,REPLACED
005_01_6.hocr,afore,afore-,REPLACED
005_01_6.hocr,tro,tru,REPLACED
005_01_6.hocr,ty,sty,REPLACED
005_01_6.hocr,PawvOST,PREVOST,REPLACED
005_01_6.hocr,des,des-,REPLACED
005_01_6.hocr,sid,said,REPLACED
005_01_6.hocr,Mesars,Messrs,REPLACED
005_01_6.hocr,of,or,REPLACED
005_01_6.hocr,Commisary,Commissary,REPLACED
005_01_6.hocr,RTLAND,RYLAND,REPLACED
005_01_6.hocr,Moutreal,Montreal,REPLACED
005_01_6.hocr,7ANTED,WANTED,REPLACED
005_01_6.hocr,Inetials,Initials,REPLACED
005_01_6.hocr,Rehef,Relief,REPLACED
005_01_6.hocr,",",},REPLACED
005_01_6.hocr,M,Mc,REPLACED
005_01_6.hocr,Ci,Ci-,REPLACED
005_01_6.hocr,Brus,Brus-,REPLACED
005_01_6.hocr,els,sels,REPLACED
005_01_6.hocr,Beag,Beav-,REPLACED
005_01_6.hocr,kuitting,knitting,REPLACED
005_01_6.hocr,buzes,boxes,REPLACED
005_01_6.hocr,tarter,tartar,REPLACED
005_01_6.hocr,La,Ls,REPLACED
005_01_6.hocr,POR,FOR,REPLACED
005_01_6.hocr,Pert,"Peas street,",REPLACED
005_01_6.hocr,Puncheous,Puncheons,REPLACED
005_01_6.hocr,N,NOW,REPLACED
005_01_6.hocr,MISSING,MISSING.,REPLACED
005_01_6.hocr,Henderas,Henderson,REPLACED
005_01_6.hocr,Qeber,Quebec,REPLACED
005_01_6.hocr,RoasET,ROBERT,REPLACED
005_01_6.hocr,HENDER,HENDER-,REPLACED
005_01_6.hocr,Wa,WM,REPLACED
005_01_6.hocr,pcion,Superior,REPLACED
005_01_6.hocr,Tous,Tons,REPLACED
005_01_6.hocr,accomo,accomo-,REPLACED
005_01_6.hocr,lors,lots,REPLACED
005_01_6.hocr,thir,thir-,REPLACED
005_01_6.hocr,Y,BY,REPLACED
005_01_6.hocr,ven,teen,REPLACED
005_01_6.hocr,Borriadge,Burriadge,REPLACED
005_01_6.hocr,excep,excep-,REPLACED
005_01_6.hocr,BURRIADOE,BURRIADGE.,REPLACED
005_01_6.hocr,of,or,REPLACED
005_01_6.hocr,land,parcel,REPLACED
005_01_6.hocr,north,north-,REPLACED
005_01_6.hocr,and,said,REPLACED
005_01_6.hocr,Sequery,Seigniory,REPLACED
005_01_6.hocr,wi,of,REPLACED
005_01_6.hocr,dder,bidder,REPLACED
005_01_6.hocr,he,be,REPLACED
005_01_6.hocr,harn,barn,REPLACED
005_01_6.hocr,arpeut,arpent,REPLACED
005_01_6.hocr,-o-,o-,REPLACED
005_01_6.hocr,Mr.,Mrs.,REPLACED
005_01_6.hocr,cal,cal-,REPLACED
005_01_6.hocr,wond,wood,REPLACED
005_01_6.hocr,ip,in,REPLACED
005_01_6.hocr,Baptise,Baptiste,REPLACED
005_01_6.hocr,a,a-,REPLACED
005_01_6.hocr,ut,at,REPLACED
005_01_6.hocr,B,BY,REPLACED
005_01_6.hocr,COLTMANSHALE,COLTMANS & HALE,REPLACED
005_01_6.hocr,Igons,Irons,REPLACED
005_01_6.hocr,do,do.,REPLACED
005_01_6.hocr,.,"do,",REPLACED
005_01_6.hocr,Liguum,Lignum,REPLACED
005_01_6.hocr,T,1,REPLACED
005_01_6.hocr,incum,incum-,REPLACED
005_01_6.hocr,fervitude,servitude,REPLACED
005_01_6.hocr,Y,BY,REPLACED
005_01_6.hocr,in-,sun-,REPLACED
005_01_6.hocr,Bisued,issued,REPLACED
005_01_6.hocr,our,out,REPLACED
005_01_6.hocr,Handred,Hundred,REPLACED
005_01_6.hocr,and,and,REPLACED
005_01_6.hocr,fifiy,fifty,REPLACED
005_01_6.hocr,Panchrous,Puncheons,REPLACED
005_01_6.hocr,Vin,Vincent,REPLACED
005_01_6.hocr,decesed,deceased,REPLACED
005_01_6.hocr,perum,person,REPLACED
005_01_6.hocr,un,on,REPLACED
005_01_6.hocr,catt,cant,REPLACED
005_01_6.hocr,o,o-,REPLACED
005_01_6.hocr,a,a-,REPLACED
005_01_6.hocr,no,no-,REPLACED
005_01_6.hocr,a,a-,REPLACED
005_01_6.hocr,bae,one,REPLACED
005_01_6.hocr,an,afin,REPLACED
005_01_6.hocr,Fude,tude,REPLACED
005_01_6.hocr,RDERED,ORDERED,REPLACED
005_01_6.hocr,claints,claims,REPLACED
005_01_6.hocr,THOMP,THOMP-,REPLACED
005_01_6.hocr,sox,SON,REPLACED
005_01_6.hocr,san,sam,REPLACED
005_01_6.hocr,GRANT,"GRANT,",REPLACED
005_01_6.hocr,Plainti,Plaintiff.,REPLACED
005_01_6.hocr,THOMPSON,"THOMPSON,",REPLACED
005_01_6.hocr,Ci,Ci-,REPLACED
005_01_6.hocr,of,ty of,REPLACED
005_01_6.hocr,Plaintif,Plaintiff.,REPLACED
005_01_6.hocr,demands,demands a-,REPLACED
005_01_6.hocr,sac,suc-,REPLACED
005_01_6.hocr,GLENSY,GLENNY,REPLACED
005_01_6.hocr,uf,of,REPLACED
005_01_6.hocr,arst,next,REPLACED
005_01_6.hocr,h,such,REPLACED
005_01_6.hocr,OW,NOW,REPLACED
005_01_6.hocr,P.,P. B. R.,REPLACED
005_01_6.hocr,da,do,REPLACED
005_01_6.hocr,Nalls,Nails,REPLACED
005_01_6.hocr,Chaldrone,Chaldrons,REPLACED
005_01_6.hocr,rigs,Brigs,REPLACED
005_01_6.hocr,ALLEENDE,ALEXENDE,REPLACED
005_01_6.hocr,→,-,REPLACED
005_01_6.hocr,&,5,REPLACED
005_01_6.hocr,Ge,G.e,REPLACED
005_01_6.hocr,Calicous,Calicoes,REPLACED
005_01_6.hocr,GEO,GEO.,REPLACED
005_01_6.hocr,SYMES,SYMES.,REPLACED
005_01_6.hocr,husbels,bushels,REPLACED
005_01_6.hocr,PANISH,SPANISH,REPLACED
005_01_6.hocr,SPA,S,REPLACED
005_01_6.hocr,Datto,Ditto,REPLACED
005_01_6.hocr,Lanens,Linens,REPLACED
005_01_6.hocr,UST,JUST,REPLACED
005_01_6.hocr,th,the,REPLACED
005_01_6.hocr,mis't,mix't,REPLACED
005_01_6.hocr,comumon,common,REPLACED
005_01_6.hocr,i,a,REPLACED
005_01_6.hocr,Thousan,Thousand,REPLACED
005_01_6.hocr,fet,feet,REPLACED
005_01_6.hocr,qua,qua-,REPLACED
005_01_6.hocr,Lon,Lon-,REPLACED
005_01_6.hocr,deanaddon,demand,REPLACED
005_01_6.hocr,Laverpool,Liverpool,REPLACED
005_01_6.hocr,Mion,Mon,REPLACED
005_01_6.hocr,mitges,mitoyens,REPLACED
005_01_6.hocr,Loune,Louise,REPLACED
005_01_6.hocr,Eck,Buck-,REPLACED
005_01_6.hocr,Erienne,Etienne,REPLACED
005_01_6.hocr,Soulanget,Soulanges,REPLACED
005_01_6.hocr,a,number,REPLACED
005_01_6.hocr,fire,five,REPLACED
005_01_6.hocr,yconsin,yeoman,REPLACED
005_01_6.hocr,bichs,biens,REPLACED
005_01_6.hocr,twn,two,REPLACED
005_01_6.hocr,",",",",REPLACED
005_01_6.hocr,wety,twenty,REPLACED
005_01_6.hocr,laut,"four,",REPLACED
005_01_6.hocr,Turrix,Tutrix,REPLACED
005_01_6.hocr,nowher,number,REPLACED
005_01_6.hocr,Loodan,London,REPLACED
005_01_6.hocr,Cogniae,Cogniac,REPLACED
005_01_6.hocr,Moyrau,Noyeau,REPLACED
005_01_6.hocr,of,or,REPLACED
005_01_6.hocr,Subs,Sub-,REPLACED
005_01_6.hocr,diber,dinner,REPLACED
005_01_6.hocr,Cam,Cam-,REPLACED
005_01_6.hocr,afis,afin,REPLACED
005_01_6.hocr,faller,d'annuller,REPLACED
005_01_6.hocr,there,thereon,REPLACED
005_01_6.hocr,ac,ac-,REPLACED
005_01_6.hocr,af,afin,REPLACED
005_01_6.hocr,Sherif,Sheriff,REPLACED
005_01_6.hocr,d,—,REPLACED
005_01_6.hocr,THO,THOs.,REPLACED
005_01_6.hocr,NOFFICE,NOTICE.,REPLACED
005_01_6.hocr,Florente,Florence,REPLACED
005_01_6.hocr,gallous,gallons,REPLACED
005_01_6.hocr,cibers,scribers,REPLACED
005_01_6.hocr,morts,sorts,REPLACED
005_01_6.hocr,Shor,Shot,REPLACED
005_01_6.hocr,Wimes,Wines,REPLACED
005_01_6.hocr,quaeritics,quantities,REPLACED
