Source File,Original Word,AI Corrected Word,Change Type
005_02_0.hocr,داد,DIEU,REPLACED
005_02_0.hocr,فاق,ET,REPLACED
005_02_0.hocr,Mage,Message,REPLACED
005_02_0.hocr,Reliven,deliver,REPLACED
005_02_0.hocr,Majely,Majesty,REPLACED
005_02_0.hocr,Mto,Mr.,REPLACED
005_02_0.hocr,Houfe,House,REPLACED
005_02_0.hocr,ufual,usual,REPLACED
005_02_0.hocr,66,“,REPLACED
005_02_0.hocr,Majefly,Majesty,REPLACED
005_02_0.hocr,fapplies,supplies,REPLACED
005_02_0.hocr,fupported,supported,REPLACED
005_02_0.hocr,firmnefs,firmness,REPLACED
005_02_0.hocr,perfpeétive,perspective,REPLACED
005_02_0.hocr,le,se,REPLACED
005_02_0.hocr,recl,réci-,REPLACED
005_02_0.hocr,bordes,bornes,REPLACED
005_02_0.hocr,",",;,REPLACED
005_02_0.hocr,rejouillait,réjouissait,REPLACED
005_02_0.hocr,que,qui,REPLACED
005_02_0.hocr,of,et,REPLACED
005_02_0.hocr,f,sa,REPLACED
005_02_0.hocr,heureufement,heureusement,REPLACED
005_02_0.hocr,diffipé,dissipé,REPLACED
005_02_0.hocr,veillé,vérité,REPLACED
005_02_0.hocr,",",;,REPLACED
005_02_0.hocr,heureufe,heureuse,REPLACED
005_02_0.hocr,peut,peut-,REPLACED
005_02_0.hocr,an,un,REPLACED
005_02_0.hocr,tres,très,REPLACED
005_02_0.hocr,les,ses,REPLACED
005_02_0.hocr,ie,le,REPLACED
