Source File,Original Word,AI Corrected Word,Change Type
006_01_1.hocr,fuggelted,suggested,REPLACED
006_01_1.hocr,thule,those,REPLACED
006_01_1.hocr,fupported,supported,REPLACED
006_01_1.hocr,fupport,support,REPLACED
006_01_1.hocr,fealon,season,REPLACED
006_01_1.hocr,fituation,situation,REPLACED
006_01_1.hocr,ald,aid,REPLACED
006_01_1.hocr,ferious,serious,REPLACED
006_01_1.hocr,refpect,respect,REPLACED
006_01_1.hocr,fet,set,REPLACED
006_01_1.hocr,in,in,REPLACED
006_01_1.hocr,oppofition,opposition,REPLACED
006_01_1.hocr,Majelly,Majesty,REPLACED
006_01_1.hocr,itfelf,itself,REPLACED
006_01_1.hocr,meffage,message,REPLACED
006_01_1.hocr,Houfe,House,REPLACED
006_01_1.hocr,be,he,REPLACED
006_01_1.hocr,bis,his,REPLACED
006_01_1.hocr,Lift,List,REPLACED
006_01_1.hocr,eafe,ease,REPLACED
006_01_1.hocr,beft,best,REPLACED
006_01_1.hocr,meflage,message,REPLACED
006_01_1.hocr,Houfe,House,REPLACED
006_01_1.hocr,frength,strength,REPLACED
006_01_1.hocr,fame,same,REPLACED
006_01_1.hocr,Charleltown,Charlestown,REPLACED
006_01_1.hocr,",",",",REPLACED
006_01_1.hocr,in,in,REPLACED
006_01_1.hocr,feven,seven,REPLACED
006_01_1.hocr,Dorchelter,Dorchester,REPLACED
006_01_1.hocr,",",",",REPLACED
006_01_1.hocr,the,the,REPLACED
006_01_1.hocr,fame,same,REPLACED
006_01_1.hocr,Ifland,Island,REPLACED
006_01_1.hocr,Hudlon's,Hudson's,REPLACED
006_01_1.hocr,lall,last,REPLACED
006_01_1.hocr,Elq,Efq,REPLACED
006_01_1.hocr,;,;,REPLACED
006_01_1.hocr,Commiffary,Commissary,REPLACED
006_01_1.hocr,of,of,REPLACED
006_01_1.hocr,Mufters,Musters,REPLACED
006_01_1.hocr,whole,whose,REPLACED
006_01_1.hocr,Goodnefs,Goodness,REPLACED
006_01_1.hocr,Lofs,Loss,REPLACED
006_01_1.hocr,fteady,steady,REPLACED
006_01_1.hocr,failed,sailed,REPLACED
006_01_1.hocr,affured,assured,REPLACED
006_01_1.hocr,Divifion,Division,REPLACED
006_01_1.hocr,fet,set,REPLACED
006_01_1.hocr,Ac,Ac-,REPLACED
006_01_1.hocr,fuppofed,supposed,REPLACED
006_01_1.hocr,Prifoners,Prisoners,REPLACED
006_01_1.hocr,Jafon,Jason,REPLACED
006_01_1.hocr,Contorts,Consorts,REPLACED
006_01_1.hocr,funk,sunk,REPLACED
006_01_1.hocr,Pallage,Passage,REPLACED
006_01_1.hocr,Anderfon,Anderson,REPLACED
006_01_1.hocr,вир,-,REPLACED
006_01_1.hocr,Ο,O,REPLACED
006_01_1.hocr,·,-,REPLACED
006_01_1.hocr,αίτια,,REPLACED
006_01_1.hocr,",",,REPLACED
006_01_1.hocr,.,",",REPLACED
006_01_1.hocr,TWA,ditto,REPLACED
006_01_1.hocr,,.,REPLACED
006_01_1.hocr,,T,REPLACED
006_01_1.hocr,,W,REPLACED
006_01_1.hocr,,A,REPLACED
006_01_1.hocr,D,,DELETED
006_01_1.hocr,S,,DELETED
006_01_1.hocr,2,{,REPLACED
006_01_1.hocr,.,},REPLACED
006_01_1.hocr,Auguft,August,REPLACED
006_01_1.hocr,Ta,A,REPLACED
006_01_1.hocr,Commiffioners,Commissioners,REPLACED
006_01_1.hocr,diftrict,district,REPLACED
006_01_1.hocr,A,,DELETED
006_01_1.hocr,Coarfe,Coarse,REPLACED
006_01_1.hocr,20f,20s,REPLACED
006_01_1.hocr,Peale,Pease,REPLACED
006_01_1.hocr,afcertained,ascertained,REPLACED
006_01_1.hocr,paffage,passage,REPLACED
006_01_1.hocr,WAN,W,REPLACED
006_01_1.hocr,fac,sac,REPLACED
006_01_1.hocr,",",",",REPLACED
006_01_1.hocr,RIME,PRIME,REPLACED
006_01_1.hocr,Mef,Mess,REPLACED
006_01_1.hocr,PRIM,PRIME,REPLACED
006_01_1.hocr,Rofe,Rose,REPLACED
006_01_1.hocr,Ciemifes,Chemises,REPLACED
006_01_1.hocr,M'Liben,MADEIRA,REPLACED
006_01_1.hocr,",",",",REPLACED
006_01_1.hocr,TADEIRA,Lisbon,REPLACED
006_01_1.hocr,Annifeed,Anniseed,REPLACED
