Source File,Original Word,AI Corrected Word,Change Type
005_02_0.hocr,داد,MR.,REPLACED
005_02_0.hocr,فاق,Secretary,REPLACED
005_02_0.hocr,Mage,Message,REPLACED
005_02_0.hocr,Reliven,deliver,REPLACED
005_02_0.hocr,Majely,Majesty,REPLACED
005_02_0.hocr,Mto,,DELETED
005_02_0.hocr,Houfe,House,REPLACED
005_02_0.hocr,ufual,usual,REPLACED
005_02_0.hocr,66,“,REPLACED
005_02_0.hocr,"""",“,REPLACED
005_02_0.hocr,Majefly,Majesty,REPLACED
005_02_0.hocr,fapplies,supplies,REPLACED
005_02_0.hocr,fupported,supported,REPLACED
005_02_0.hocr,firmnefs,firmness,REPLACED
005_02_0.hocr,Houfe,House,REPLACED
005_02_0.hocr,ceconomy,œconomy,REPLACED
005_02_0.hocr,eftablishment,establishment,REPLACED
005_02_0.hocr,fhortly,shortly,REPLACED
005_02_0.hocr,Houfe,House,REPLACED
005_02_0.hocr,",",",",REPLACED
005_02_0.hocr,defiring,desiring,REPLACED
005_02_0.hocr,affiftance,assistance,REPLACED
005_02_0.hocr,fame,same,REPLACED
005_02_0.hocr,Majefly,Majesty,REPLACED
005_02_0.hocr,referves,reserves,REPLACED
005_02_0.hocr,whole,whose,REPLACED
005_02_0.hocr,refts,rests,REPLACED
005_02_0.hocr,fure,sure,REPLACED
005_02_0.hocr,belt,best,REPLACED
005_02_0.hocr,fupport,support,REPLACED
005_02_0.hocr,refource,resource,REPLACED
005_02_0.hocr,folid,solid,REPLACED
005_02_0.hocr,ftable,stable,REPLACED
005_02_0.hocr,fecurity,security,REPLACED
005_02_0.hocr,provifion,provision,REPLACED
005_02_0.hocr,meffage,message,REPLACED
005_02_0.hocr,rofe,rose,REPLACED
005_02_0.hocr,Majelly's,Majesty's,REPLACED
005_02_0.hocr,meffage,message,REPLACED
005_02_0.hocr,to,to,REPLACED
005_02_0.hocr,the,the,REPLACED
005_02_0.hocr,Houfe,House,REPLACED
005_02_0.hocr,exprefs,express,REPLACED
005_02_0.hocr,fenfe,sense,REPLACED
005_02_0.hocr,meflage,message,REPLACED
005_02_0.hocr,effufion,effusion,REPLACED
005_02_0.hocr,diftreffes,distresses,REPLACED
005_02_0.hocr,cafing,easing,REPLACED
005_02_0.hocr,diftreffes,distresses,REPLACED
005_02_0.hocr,bleffed,blessed,REPLACED
005_02_0.hocr,mit,mist,REPLACED
005_02_0.hocr,be,be-,REPLACED
005_02_0.hocr,away,away—,REPLACED
005_02_0.hocr,difpoled,disposed,REPLACED
005_02_0.hocr,commiferate,commiserate,REPLACED
005_02_0.hocr,fituation,situation,REPLACED
005_02_0.hocr,meffage,message,REPLACED
005_02_0.hocr,affifting,assisting,REPLACED
