Word ID,Unresolved Word
word_1_6_0_0_6,confefsed
word_1_6_1_20_13,mathematicks
word_1_6_3_11_7,irst
word_1_6_3_13_7,incontestible
word_1_8_0_0_0,Момв
word_1_11_0_0_0,QUEBE
word_1_12_0_0_10,prétensions
word_1_14_0_0_4,derniere
word_1_15_0_0_5,l'avouer
word_1_15_0_1_0,regardoient
word_1_15_0_1_1,d'être
word_1_15_0_1_3,d'avoir
word_1_15_0_2_5,etoient
word_1_15_0_4_1,l'année
word_1_15_0_4_7,demanderent
word_1_15_0_5_0,gillature
word_1_15_0_5_1,d'envoier
word_1_15_0_7_1,s'adresserent
word_1_15_0_8_1,25me
word_1_15_0_9_4,avoient
word_1_15_0_10_3,maniere
word_1_15_0_13_0,S'ils
word_1_15_0_13_1,avoient
word_1_15_0_15_8,avoient
word_1_15_0_15_12,lezés
word_1_15_0_16_1,griévés
word_1_15_0_16_14,déro
word_1_15_0_19_3,païs
word_1_15_0_19_6,seroit
word_1_15_0_19_11,qu'ils
word_1_15_0_19_12,fussent
word_1_16_0_0_0,دو
word_1_18_0_0_8,qu'infinuée
word_1_18_0_1_5,uniformement
word_1_18_0_1_8,qu'en
word_1_18_0_2_2,fupremacie
word_1_18_0_2_5,s'étentendroit
word_1_18_0_2_8,l'empire
word_1_18_0_3_5,d'être
word_1_18_0_6_0,auroient
word_1_18_0_6_5,possedant
word_1_18_0_6_6,l'autorité
word_1_18_0_7_7,retiendroit
word_1_18_0_9_7,n'accordent
word_1_18_0_9_9,l'exemption
word_1_18_0_9_10,d'étre
word_1_18_0_10_9,expressement
word_1_18_0_12_1,avoient
word_1_18_0_13_11,alle
word_1_18_0_14_0,rapeller
word_1_18_0_14_4,qu'elle
word_1_18_0_14_12,l'état
word_1_18_0_16_12,héri
word_1_18_0_17_0,ditaire
word_1_18_0_18_5,l'état
word_1_18_0_19_6,ufurperoit
word_1_18_0_20_9,d'affirmer
word_1_18_0_20_11,mathe
word_1_18_0_21_0,matiques
word_1_18_0_21_2,qu'une
word_1_18_1_0_7,s'excuser
word_1_18_1_0_8,d'entrer
word_1_18_1_0_10,particulierement
word_1_18_1_1_2,argumens
word_1_18_1_2_6,terrein
word_1_18_1_5_5,independance
word_1_18_1_6_4,d'état
word_1_18_1_6_10,deja
word_1_18_1_8_0,deliberatif
word_1_18_1_9_4,monnoie
word_1_18_1_10_3,s'ils
word_1_18_1_10_4,n'ont
word_1_18_1_11_0,plûtôt
word_1_18_1_11_1,l'attribuer
word_1_18_1_11_7,qu'à
word_1_18_1_12_0,loiauté
word_1_18_2_0_3,d'affaires
word_1_18_2_0_5,d'opinions
word_1_18_2_0_10,s'étonner
word_1_18_2_1_5,l'autorité
word_1_18_2_1_7,l'état
word_1_18_2_2_1,d'epithetes
word_1_18_2_4_0,d'oppreffion
word_1_18_2_5_9,conftituans
word_1_18_2_6_3,s'écarter
word_1_18_2_6_4,tautant
word_1_18_2_6_10,applaudissemens
word_1_18_2_6_12,qu'ils
word_1_18_2_8_7,qu'ils
word_1_18_2_8_9,tramises
word_1_18_2_9_0,pofterité
word_1_18_2_9_8,païs
word_1_18_2_9_13,rétirés
word_1_18_2_10_2,depensées
word_1_18_2_12_5,exhorbitantes
word_1_18_2_12_9,l'autorité
word_1_18_2_12_11,garands
word_1_18_2_13_3,pourroit
word_1_18_3_0_8,deffenentes
word_1_18_3_1_0,l'Amérique
word_1_18_3_1_5,qu'il
word_1_18_3_1_6,paroit
