Word ID,Original Word,Corrected Word,Rule Applied
word_1_0_0_1_3,firſt ,first ,Long 's' (ſ) Replacement
word_1_0_0_1_4,ſuggeſted ,suggested ,Long 's' (ſ) Replacement
word_1_0_0_2_0,ſupported ,supported ,Long 's' (ſ) Replacement
word_1_0_0_2_11,fupport,support,Heuristic 'f' to 's' Replacement
word_1_0_0_3_0,feafon ,season ,CSV Dictionary Match
word_1_0_0_3_4,ſuch ,such ,Long 's' (ſ) Replacement
word_1_0_0_3_7,fituation ,situation ,Heuristic 'f' to 's' Replacement
word_1_0_0_5_11,moſt ,most ,Long 's' (ſ) Replacement
word_1_0_0_5_12,ſerious ,serious ,Long 's' (ſ) Replacement
word_1_0_1_0_1,reſpect ,respect ,Long 's' (ſ) Replacement
word_1_0_1_0_11,ſaid,said,Long 's' (ſ) Replacement
word_1_0_1_2_6,ſuch ,such ,Long 's' (ſ) Replacement
word_1_0_1_3_11,ſome ,some ,Long 's' (ſ) Replacement
word_1_0_1_4_3,ſo ,so ,Long 's' (ſ) Replacement
word_1_0_1_4_13,fome ,some ,CSV Dictionary Match
word_1_0_1_5_2,confefſed,confefsed,Long 's' (ſ) Replacement (Unresolved)
word_1_0_1_6_1,fet ,set ,Heuristic 'f' to 's' Replacement
word_1_0_1_6_3,oppoſition ,opposition ,Long 's' (ſ) Replacement
word_1_0_1_9_4,himſelt,himselt,Long 's' (ſ) Replacement (Unresolved)
word_1_0_1_9_8,meſſage ,message ,Long 's' (ſ) Replacement
word_1_0_1_9_9,meff ,mess ,Heuristic 'f' to 's' Replacement
word_1_0_1_9_13,Houſe,House,Long 's' (ſ) Replacement
word_1_0_1_10_11,eaſe ,ease ,Long 's' (ſ) Replacement
word_1_0_1_11_6,beſt ,best ,Long 's' (ſ) Replacement
word_1_0_1_12_4,meſlage ,meslage ,Long 's' (ſ) Replacement (Unresolved)
word_1_0_1_13_3,Houſe ,House ,Long 's' (ſ) Replacement
word_1_0_1_14_9,ſtrength ,strength ,Long 's' (ſ) Replacement
word_1_0_2_0_5,Addreſs,Address,Long 's' (ſ) Replacement
word_1_0_2_0_16,"ſuch
","such
",Long 's' (ſ) Replacement
word_1_0_4_0_0,Laſt ,Last ,Long 's' (ſ) Replacement
word_1_0_4_1_3,ſeven ,seven ,Long 's' (ſ) Replacement
word_1_0_5_0_2,Iſland ,Island ,Long 's' (ſ) Replacement
word_1_0_6_0_8,Commiſſary ,Commissary ,Long 's' (ſ) Replacement
word_1_0_6_0_10,Muſters,Musters,Long 's' (ſ) Replacement
word_1_0_6_1_7,Loſs ,Loss ,Long 's' (ſ) Replacement
word_1_0_7_0_7,Webſter,Webster,Long 's' (ſ) Replacement
word_1_0_7_2_5,affured ,assured ,Heuristic 'f' to 's' Replacement
word_1_0_7_3_6,Diviſion ,Division ,Long 's' (ſ) Replacement
word_1_0_7_3_9,Britiſh ,British ,Long 's' (ſ) Replacement
word_1_0_7_5_9,fet ,set ,Heuristic 'f' to 's' Replacement
word_1_0_7_5_14,laſt ,last ,Long 's' (ſ) Replacement
word_1_0_7_7_3,ſuppoſed ,supposed ,Long 's' (ſ) Replacement
word_1_0_7_7_6,thoſe ,those ,Long 's' (ſ) Replacement
word_1_0_7_8_2,Jaſon ,Jason ,Long 's' (ſ) Replacement
word_1_0_7_8_11,Efprit,Esprit,CSV Dictionary Match
word_1_1_0_6_2,Anderſon,Anderson,Long 's' (ſ) Replacement
word_1_6_0_0_4,Auguft,August,Heuristic 'f' to 's' Replacement
word_1_7_0_0_5,Commiffioners ,Commissioners ,Heuristic 'f' to 's' Replacement
word_1_7_0_0_11,faid ,said ,CSV Dictionary Match
word_1_7_1_1_17,Peafe,Pease,Heuristic 'f' to 's' Replacement
word_1_7_1_2_2,afcertained ,ascertained ,Heuristic 'f' to 's' Replacement
word_1_10_0_0_6,s'adreſſait ,s'adressait ,Long 's' (ſ) Replacement (Unresolved)
word_1_10_0_0_8,conféquence ,conséquence ,CSV Dictionary Match
word_1_10_0_1_0,Meſſieurs ,Messieurs ,Long 's' (ſ) Replacement
word_1_10_0_1_6,ſérieuſe ,sérieuse ,Long 's' (ſ) Replacement
word_1_10_0_2_7,difcuter ,discuter ,Heuristic 'f' to 's' Replacement
word_1_10_0_2_12,difcrétion,discrétion,Heuristic 'f' to 's' Replacement
word_1_10_0_3_1,perſonnes ,personnes ,Long 's' (ſ) Replacement
word_1_10_0_3_8,s'adreſſa ,s'adressa ,Long 's' (ſ) Replacement (Unresolved)
word_1_10_0_3_9,furtout ,surtout ,Heuristic 'f' to 's' Replacement
word_1_10_0_6_0,foutenaient,soutenaient,Heuristic 'f' to 's' Replacement
word_1_10_0_6_9,ſecours,secours,Long 's' (ſ) Replacement
word_1_10_0_6_16,"faifon
","saison
",CSV Dictionary Match
word_1_10_0_7_4,ſituation ,situation ,Long 's' (ſ) Replacement
word_1_10_0_8_6,ſujets ,sujets ,Long 's' (ſ) Replacement
word_1_10_0_8_8,conféquence,conséquence,CSV Dictionary Match
word_1_10_0_9_1,feulement ,seulement ,CSV Dictionary Match
word_1_10_0_9_13,"féricuſe
","féricuse
",Long 's' (ſ) Replacement (Unresolved)
word_1_10_1_1_8,ſeule ,seule ,Long 's' (ſ) Replacement
word_1_10_1_3_0,fes ,ses ,CSV Dictionary Match
word_1_10_1_3_7,Meſſieurs ,Messieurs ,Long 's' (ſ) Replacement
word_1_10_1_4_16,"ſuivant
","suivant
",Long 's' (ſ) Replacement
word_1_10_1_5_2,lorſque ,lorsque ,Long 's' (ſ) Replacement
word_1_10_1_5_10,oppofition,opposition,Heuristic 'f' to 's' Replacement
word_1_10_1_6_8,fe ,se ,CSV Dictionary Match
