Source File,Original Word,AI Corrected Word,Change Type
005_01_6.hocr,formoon,forenoon,REPLACED
005_01_6.hocr,subasting,subsisting,REPLACED
005_01_6.hocr,M'Kent,M'Kenzie,REPLACED
005_01_6.hocr,Show,Shaw,REPLACED
005_01_6.hocr,M'Lend,M'Leod,REPLACED
005_01_6.hocr,dou,don,REPLACED
005_01_6.hocr,MTavish,M'Tavish,REPLACED
005_01_6.hocr,ay,ny,REPLACED
005_01_6.hocr,servitade,servitude,REPLACED
005_01_6.hocr,Yvirtue,By virtue,REPLACED
005_01_6.hocr,hene,hence,REPLACED
005_01_6.hocr,barth,forth,REPLACED
005_01_6.hocr,d,said,REPLACED
005_01_6.hocr,Normah,Norman,REPLACED
005_01_6.hocr,MTavish,M'Tavish,REPLACED
005_01_6.hocr,MSTAVISH,M'TAVISH,REPLACED
005_01_6.hocr,",",",",REPLACED
005_01_6.hocr,MGILLIVRAYS,M'GILLIVRAYS,REPLACED
005_01_6.hocr,Ist,1st,REPLACED
005_01_6.hocr,NORK,YORK,REPLACED
005_01_6.hocr,EORGE,GEORGE,REPLACED
005_01_6.hocr,Gon,God,REPLACED
005_01_6.hocr,Based,Issued,REPLACED
005_01_6.hocr,Purk,Pork,REPLACED
005_01_6.hocr,Ruin,Rum,REPLACED
005_01_6.hocr,amorted,assorted,REPLACED
005_01_6.hocr,bur,our,REPLACED
005_01_6.hocr,faith,faithful,REPLACED
005_01_6.hocr,Auctio,Auction,REPLACED
005_01_6.hocr,mada,nada,REPLACED
005_01_6.hocr,agine,zens,REPLACED
005_01_6.hocr,firsg,first,REPLACED
005_01_6.hocr,remplacement,emplacement,REPLACED
005_01_6.hocr,porth,north,REPLACED
005_01_6.hocr,Grmly,firmly,REPLACED
005_01_6.hocr,vOR,FOR,REPLACED
005_01_6.hocr,Mass,SINESS,REPLACED
005_01_6.hocr,ninery,ninety,REPLACED
005_01_6.hocr,ourid,brun,REPLACED
005_01_6.hocr,brun,said,REPLACED
005_01_6.hocr,T'es,Testimony,REPLACED
005_01_6.hocr,Abo,Ano-,REPLACED
005_01_6.hocr,tro,tru-,REPLACED
005_01_6.hocr,ty,,DELETED
